filename,psnr,ssim,lpips
0010.png,26.580486297607422,0.896528422832489,0.15545174479484558
0011.png,27.138504028320312,0.8969332575798035,0.16207343339920044
0012.png,26.707622528076172,0.8981484770774841,0.14728301763534546
0013.png,27.162458419799805,0.9092270731925964,0.1260017603635788
0014.png,27.033292770385742,0.8818932771682739,0.17000243067741394
0015.png,25.875463485717773,0.8532760143280029,0.20183512568473816
0016.png,26.58188819885254,0.8356572389602661,0.21963274478912354
0017.png,26.445959091186523,0.8268052935600281,0.24790754914283752
0018.png,26.529041290283203,0.8336013555526733,0.24322152137756348
0019.png,27.699050903320312,0.8808271884918213,0.18328163027763367
0020.png,28.273744583129883,0.8945140242576599,0.160539448261261
0021.png,27.925317764282227,0.8938336372375488,0.16163372993469238
0022.png,27.564937591552734,0.893281102180481,0.16307468712329865
0023.png,27.880287170410156,0.896873950958252,0.15673601627349854
0024.png,27.565078735351562,0.8984851837158203,0.14617395401000977
0025.png,26.945537567138672,0.8674899935722351,0.20464515686035156
0026.png,27.009878158569336,0.8896223902702332,0.16337190568447113
0027.png,26.24540138244629,0.8984664678573608,0.13570541143417358
0028.png,25.345008850097656,0.8858559131622314,0.1640584021806717
0029.png,25.580358505249023,0.8564407825469971,0.21312521398067474
0030.png,24.57750701904297,0.8699533939361572,0.18604537844657898
0031.png,26.183454513549805,0.8921238780021667,0.16820134222507477
0032.png,25.817041397094727,0.8892946243286133,0.1652572751045227
0033.png,26.314308166503906,0.8843101263046265,0.1802210807800293
0034.png,26.233518600463867,0.8708345293998718,0.2078404426574707
0035.png,25.697723388671875,0.8674337267875671,0.19475042819976807
0036.png,25.906360626220703,0.8873699903488159,0.16100692749023438
0037.png,27.137744903564453,0.878036379814148,0.1794336587190628
0038.png,26.523117065429688,0.8813755512237549,0.1697385013103485
0039.png,26.41000747680664,0.872238039970398,0.18333175778388977
0060.png,27.55509376525879,0.9320592880249023,0.05676484853029251
0061.png,25.510765075683594,0.8565707206726074,0.11818772554397583
0062.png,26.26041030883789,0.848376452922821,0.12740206718444824
0063.png,26.949758529663086,0.8883304595947266,0.09957222640514374
0064.png,26.29029083251953,0.9208997488021851,0.07082286477088928
0065.png,26.230262756347656,0.937781035900116,0.05384458601474762
0066.png,28.414209365844727,0.957542359828949,0.03552953153848648
0067.png,26.29892349243164,0.9282278418540955,0.058311473578214645
0068.png,26.986835479736328,0.9345166087150574,0.055147435516119
0069.png,27.766422271728516,0.95833820104599,0.033659689128398895
0070.png,26.82002067565918,0.9397897720336914,0.04976064711809158
0071.png,26.247753143310547,0.9169883728027344,0.08741025626659393
0072.png,26.157577514648438,0.9157158732414246,0.0919494777917862
0073.png,27.34746551513672,0.9240099787712097,0.0833255797624588
0074.png,25.706104278564453,0.917540431022644,0.06649315357208252
0075.png,24.310367584228516,0.8858949542045593,0.08795318007469177
0076.png,24.460180282592773,0.8433308601379395,0.12464505434036255
0077.png,27.172393798828125,0.9030122756958008,0.09433920681476593
0078.png,26.74655532836914,0.9089807868003845,0.08087124675512314
0079.png,25.023101806640625,0.9017963409423828,0.07268036901950836
0080.png,26.584850311279297,0.9028506278991699,0.10116226226091385
0081.png,27.43070411682129,0.9325447082519531,0.06295761466026306
0082.png,27.23198890686035,0.9301197528839111,0.06949204206466675
0083.png,26.467496871948242,0.9067052602767944,0.10114073008298874
0084.png,26.89193344116211,0.8887948989868164,0.12421737611293793
0085.png,26.89409637451172,0.8995065093040466,0.10740239918231964
0086.png,29.047090530395508,0.9182981252670288,0.07853235304355621
0087.png,29.277761459350586,0.9302096366882324,0.06310240179300308
0088.png,27.834138870239258,0.9228930473327637,0.058858707547187805
0089.png,27.28636932373047,0.903113603591919,0.08235640823841095
0010.png,29.458444595336914,0.9633820056915283,0.03797076642513275
0011.png,30.037269592285156,0.9660252332687378,0.036966852843761444
0012.png,29.842844009399414,0.9632385969161987,0.03810480237007141
0013.png,29.007556915283203,0.957114577293396,0.04499397799372673
0014.png,29.8660831451416,0.965496301651001,0.036598410457372665
0015.png,28.25139617919922,0.953321635723114,0.050729501992464066
0016.png,29.47509002685547,0.9617986679077148,0.041749827563762665
0017.png,29.25033950805664,0.9603495001792908,0.04100344330072403
0018.png,29.4479923248291,0.962332010269165,0.039271146059036255
0019.png,30.30362892150879,0.9658674001693726,0.035004712641239166
0020.png,29.17153549194336,0.9539443254470825,0.05173124372959137
0021.png,28.611244201660156,0.9538620710372925,0.049217477440834045
0022.png,28.99369239807129,0.950785756111145,0.054483603686094284
0023.png,28.82318115234375,0.9509775638580322,0.053278207778930664
0024.png,29.132713317871094,0.9606167674064636,0.038200389593839645
0025.png,30.042659759521484,0.9403194785118103,0.06903032958507538
0026.png,28.284942626953125,0.9332456588745117,0.07042165100574493
0027.png,27.62793731689453,0.9492759704589844,0.05078953877091408
0028.png,28.99775505065918,0.9370467662811279,0.06976829469203949
0029.png,28.376609802246094,0.9302577972412109,0.07310492545366287
0030.png,29.18294906616211,0.9361351728439331,0.07032707333564758
0031.png,30.752086639404297,0.961279571056366,0.042911455035209656
0032.png,29.71990394592285,0.9593369364738464,0.04378539323806763
0033.png,28.836557388305664,0.9474375247955322,0.054392002522945404
0034.png,29.775390625,0.9427218437194824,0.06475970149040222
0035.png,30.674549102783203,0.9567543864250183,0.05001647770404816
0036.png,30.448116302490234,0.9660231471061707,0.03723707050085068
0037.png,32.0057487487793,0.9704282283782959,0.03242703527212143
0038.png,31.754302978515625,0.9698824882507324,0.03279775008559227
0039.png,30.75238800048828,0.961234450340271,0.042228005826473236
0060.png,30.285545349121094,0.958667516708374,0.03782074525952339
0061.png,31.49890899658203,0.9712586402893066,0.02782224304974079
0062.png,30.839168548583984,0.9761428833007812,0.018925748765468597
0063.png,30.201988220214844,0.9746239185333252,0.01852673664689064
0064.png,29.655071258544922,0.9561285376548767,0.04176580533385277
0065.png,28.453933715820312,0.9134683609008789,0.0980861485004425
0066.png,28.92479133605957,0.9159311652183533,0.082667775452137
0067.png,29.342864990234375,0.9522344470024109,0.047830983996391296
0068.png,30.73737907409668,0.9631595611572266,0.03796548396348953
0069.png,30.04772186279297,0.9553118944168091,0.04484390839934349
0070.png,30.680831909179688,0.9534741640090942,0.042539022862911224
0071.png,27.01593017578125,0.8751858472824097,0.13095448911190033
0072.png,28.728246688842773,0.9109001159667969,0.09183044731616974
0073.png,32.14654541015625,0.9738500118255615,0.025225112214684486
0074.png,29.467363357543945,0.9429847598075867,0.05783180147409439
0075.png,30.427902221679688,0.9593541026115417,0.03782186284661293
0076.png,31.806753158569336,0.9762234687805176,0.021710772067308426
0077.png,31.832794189453125,0.9776899218559265,0.020375022664666176
0078.png,31.269920349121094,0.9754312038421631,0.02289784699678421
0079.png,31.567424774169922,0.9733452200889587,0.027943965047597885
0080.png,31.336456298828125,0.9693400263786316,0.03238092362880707
0081.png,31.459510803222656,0.9763438105583191,0.020700685679912567
0082.png,32.284217834472656,0.979325532913208,0.019663849845528603
0083.png,31.326311111450195,0.971615195274353,0.030353039503097534
0084.png,29.629146575927734,0.9480130076408386,0.05007641017436981
0085.png,29.225204467773438,0.9467390775680542,0.05618274584412575
0086.png,27.81346321105957,0.9042536616325378,0.09894049912691116
0087.png,26.332901000976562,0.8716297149658203,0.13186150789260864
0088.png,25.037803649902344,0.8172728419303894,0.1793161779642105
0089.png,25.91071319580078,0.8573920130729675,0.1337040364742279
0010.png,22.264101028442383,0.8581759929656982,0.1141609326004982
0011.png,22.278335571289062,0.8684300184249878,0.10391999036073685
0012.png,23.13328742980957,0.8846580982208252,0.09139072149991989
0013.png,22.798622131347656,0.8890522718429565,0.08084029704332352
0014.png,22.630992889404297,0.8745691180229187,0.10928355157375336
0015.png,23.16358184814453,0.8793880343437195,0.1103651374578476
0016.png,23.060462951660156,0.8949440717697144,0.07541164010763168
0017.png,23.422523498535156,0.9086493253707886,0.06163603067398071
0018.png,23.844270706176758,0.9115521907806396,0.07301732897758484
0019.png,23.589374542236328,0.9077808260917664,0.06864538788795471
0020.png,23.73749542236328,0.9079317450523376,0.07018200308084488
0021.png,23.438701629638672,0.9044524431228638,0.07369060814380646
0022.png,24.022315979003906,0.883621335029602,0.11990450322628021
0023.png,23.76988410949707,0.8751662969589233,0.14387483894824982
0024.png,24.200237274169922,0.8860236406326294,0.13441863656044006
0025.png,24.58980941772461,0.8980530500411987,0.10765793919563293
0026.png,23.700664520263672,0.9020954966545105,0.08929236233234406
0027.png,24.37320327758789,0.9210914969444275,0.06600083410739899
0028.png,23.637088775634766,0.918143630027771,0.06412684917449951
0029.png,23.625526428222656,0.9024686217308044,0.0916878879070282
0030.png,24.310834884643555,0.914820671081543,0.08393070101737976
0031.png,24.273231506347656,0.9113895893096924,0.08772794902324677
0032.png,24.762615203857422,0.9082850217819214,0.09276622533798218
0033.png,24.4290771484375,0.900153636932373,0.10255991667509079
0034.png,23.95983123779297,0.9002114534378052,0.09268780797719955
0035.png,24.589632034301758,0.9123959541320801,0.08475048094987869
0036.png,23.378196716308594,0.9068109393119812,0.07953044027090073
0037.png,24.40762710571289,0.9040054678916931,0.08905548602342606
0038.png,24.071514129638672,0.8981177806854248,0.09947071969509125
0039.png,24.623577117919922,0.904044508934021,0.09823554009199142
0060.png,24.938753128051758,0.9106018543243408,0.09025852382183075
0061.png,24.944326400756836,0.912148654460907,0.0877286046743393
0062.png,25.36308479309082,0.9237425327301025,0.07510820776224136
0063.png,26.03483009338379,0.9416488409042358,0.04958809167146683
0064.png,26.83784294128418,0.9470210075378418,0.04501289501786232
0065.png,25.776866912841797,0.9289846420288086,0.06548982113599777
0066.png,23.482223510742188,0.8876001834869385,0.10782241821289062
0067.png,23.087751388549805,0.8709027767181396,0.12916839122772217
0068.png,22.523591995239258,0.8675130605697632,0.12624195218086243
0069.png,22.815902709960938,0.8867019414901733,0.0991557240486145
0070.png,24.59518814086914,0.9158615469932556,0.0708078145980835
0071.png,25.44567108154297,0.9326237440109253,0.05511462688446045
0072.png,25.130224227905273,0.9376628398895264,0.044308699667453766
0073.png,25.251493453979492,0.9310223460197449,0.054642707109451294
0074.png,24.80289649963379,0.8988990187644958,0.10207216441631317
0075.png,23.7839298248291,0.8774387240409851,0.1261526644229889
0076.png,23.648603439331055,0.879237174987793,0.1221081018447876
0077.png,25.130897521972656,0.9048275947570801,0.09263427555561066
0078.png,26.136159896850586,0.9295782446861267,0.06534330546855927
0079.png,26.83810806274414,0.9447461366653442,0.04337918013334274
0080.png,26.632774353027344,0.94539475440979,0.04417090490460396
0081.png,26.51300811767578,0.9420602321624756,0.04876389354467392
